id,M15_1_Ndata,M15_1_amplitude,M15_1_chi2/N,M15_1_data_avg_err,M15_1_dec,M15_1_dist,M15_1_fname,M15_1_period,M15_1_period_err,M15_1_ra,M15_2_Ndata,M15_2_amplitude,M15_2_chi2/N,M15_2_data_avg_err,M15_2_dec,M15_2_dist,M15_2_fname,M15_2_period,M15_2_period_err,M15_2_ra,M15_3_Ndata,M15_3_amplitude,M15_3_chi2/N,M15_3_data_avg_err,M15_3_dec,M15_3_dist,M15_3_fname,M15_3_period,M15_3_period_err,M15_3_ra,M15_4_Ndata,M15_4_amplitude,M15_4_chi2/N,M15_4_data_avg_err,M15_4_dec,M15_4_dist,M15_4_fname,M15_4_period,M15_4_period_err,M15_4_ra,period,period_err,amplitude,N_data,chi2/N,data_mag_mean_err,dist_to_GCVS_deg,field,pick_method,H&M_id,ra,dec,p_corwin,p_silbermann,p_ferro,p_siegel,priors_mag_upper,priors_mag_lower,priors_period_guess,p1,p2,p_bailey,p_wemple,p_filippenko,p_hogg,confidences,err_cut,periors_mag_lower,mean_mag,type,pf,A1,Af
V001,,,,,,,,,,,97.0,1.0250919599781518,0.038468920280963416,0.008698412698412698,12.173964199999999,0.4177136753050985,002.dat,1.4378019788335772,5.064682648921707e-07,322.4590257,,,,,,,,,,,116.0,1.055348596045457,0.05877492374690443,0.011090163934426292,12.1739703,0.6243691447502944,009.dat,1.4378374343288505,3.6616514364762e-07,322.4589576,1.4378374343288505,3.6616514364762e-07,1.0710000000000002,116.0,0.05877492374690443,0.011090163934426292,0.6243691447502944,M15_4,Ndata,M15_4_009,322.4589576,12.1739703,1.4378,1.437712,,1.437775,,,,1.074824051156864,,1.43744,1.4375,,1.437712,1.0,,,14.987350427350426,Cepheid,1.4378374343288505,0.12443617527314645,1.135919011967122
V002,,,,,,,,,,,106.0,0.5511954062033695,0.14528558438675002,0.02245637583892615,12.168692199999999,0.37082266383398266,036.dat,0.6843059467359083,2.0034238285904487e-06,322.4437742,,,,,,,,,,,104.0,0.5119689162758974,0.07059588408634578,0.0232857142857143,12.1686981,0.5117034638457543,051.dat,0.6842913304868363,4.707907781381039e-06,322.4437317,0.6843043746429507,1.601162570293833e-07,0.488,106.0,0.14528558438675002,0.02245637583892615,0.37082266383398266,M15_2,dist_to_GCVS,M15_2_036,322.4437742,12.168692199999999,,0.6843,0.6843,0.6841473000000001,15.4,,,0.5060267062837717,,0.66352,0.6842699999999999,0.684349,0.6843,1.0,,,15.741275862068965,RRab,0.6843043746429507,0.21055396248119074,0.5918726174508429
V003,,,,,,,,,,,149.0,0.5179636176176832,0.02157785568651039,0.013835365853658526,12.153865199999998,0.45130445867976504,030.dat,0.3887206321304071,8.549905664571803e-06,322.4221923,,,,,,,,,,,,,,,,,,,,,0.3887206321304071,8.549905664571803e-06,0.4840000000000005,149.0,0.02157785568651039,0.013835365853658526,0.45130445867976504,M15_2,Ndata,M15_2_030,322.4221923,12.153865199999998,,0.388746,0.388746,0.3887274000000001,,,,0.3887206321304071,,0.381915,0.3891545,0.388761,0.388746,1.0,,,15.828361842105265,RRc,0.5196812018666515,0.5399362287058391,0.07292481688835828
V004,,,,,,,,,,,148.0,0.6653167085131333,0.8078653344015769,0.013756097560975613,12.1215959,0.2843190844090013,047.dat,0.2385673576096516,1.9196503560295075e-07,322.46096239999997,,,,,,,,,,,,,,,,,,,,,0.3135891169423424,2.414402594525601e-08,0.6259999999999981,148.0,0.8078653344015769,0.013756097560975613,0.2843190844090013,M15_2,Ndata,M15_2_047,322.46096239999997,12.1215959,,0.313587,,0.3135568,,,,0.3135891169423424,,0.313575,0.31335749999999996,0.313575,0.313587,1.0,,,15.919275641025644,RRc,0.4169669165816319,0.6812668077617959,0.09970979048014783
V005,,,,,,,,,,,136.0,0.5492373715019472,0.828151904052768,0.011554878048780557,12.1080853,0.301994402374368,052.dat,0.5547064128965297,2.1090883414257934e-07,322.4646267,,,,,,,,,,,,,,,,,,,,,0.3842119535473383,7.214155134547747e-08,0.5360000000000018,136.0,0.828151904052768,0.011554878048780557,0.301994402374368,M15_2,Ndata,M15_2_052,322.4646267,12.1080853,,0.384215,,0.3842009,,,,0.3842119535473383,,0.384533,,0.384221,0.384215,1.0,,,15.783993710691822,RRc,0.5129664897653993,0.5742117289855191,0.1122963109478956
V006,,,,,,,,,,,,,,,,,,,,,148.0,0.9139939469260304,0.26157566885698713,0.01835220125786164,12.188635699999999,0.3415968737343347,061.dat,0.6660056864575675,2.9413212809476522e-06,322.49950710000013,63.0,1.9950634487226129,0.2616318360684826,0.02107352941176473,12.1886378,0.8238297584112125,030.dat,0.6661205168451101,1.26214458049191e-06,322.4993565,0.6660150938740739,1.7339819844993046e-07,1.0160000000000005,148.0,0.26157566885698713,0.01835220125786164,0.3415968737343347,M15_3,Ndata,M15_3_061,322.49950710000013,12.188635699999999,0.6659999999999999,0.665967,,0.6659238000000001,,16.4,,0.4974920867954009,,0.6659649999999999,0.665971,0.665968,0.665967,1.0,,,15.855682119205296,RRab,0.6660150938740739,0.6167581993359903,1.0432561939111211
V007,,,,,,,,,,,,,,,,,,,,,133.0,0.5819984671980194,0.044778824519236864,0.019064102564102545,12.1878518,0.6682485838351551,053.dat,0.3675634371405662,1.2087470171930618e-06,322.49553039999995,95.0,0.5667798294732282,0.2109068949145096,0.019029702970297054,12.187846400000002,0.7921684935504127,041.dat,0.5821587625183703,1.0044032478176664e-07,322.495495,0.3675634371405662,1.2087470171930618e-06,0.6260000000000017,133.0,0.044778824519236864,0.019064102564102545,0.6682485838351551,M15_3,Ndata,M15_3_053,322.49553039999995,12.1878518,0.367557,0.367557,,0.3675779000000001,,,,0.3675634371405662,,0.348796,0.348796,0.367573,0.367557,1.0,,,15.966256756756751,RRc,0.486795921926015,0.6798789081916291,0.18832509312010606
V008,,,,,,,,,,,,,,,,,,,,,135.0,0.972512296200902,0.06332169820375716,0.015193333333333324,12.2026784,0.5293977141006783,040.dat,0.6462387771776766,3.919719371969393e-06,322.4923891,101.0,0.9626389383494108,0.05340404377824233,0.01447787610619469,12.2026772,0.6122223593790794,018.dat,0.6462506035748908,3.089473161752665e-07,322.4923597,0.6462387771776766,3.919719371969393e-06,0.9050000000000016,135.0,0.06332169820375716,0.015193333333333324,0.5293977141006783,M15_3,Ndata,M15_3_040,322.4923891,12.2026784,0.6462,0.64625,,0.6464081,,,,0.4734739844029792,,0.646245,0.646245,0.646247,0.64625,1.0,,,15.836861111111114,RRab,0.6462387771776766,0.3109715505346191,0.9698946440089156
V009,,,,,,,,,,,,,,,,,,,,,148.0,0.8110676193584787,0.04351346409925885,0.016198717948717908,12.2059231,0.5016350818468196,042.dat,0.7152820974283609,5.706788206816661e-07,322.4966559,94.0,0.8128888475959872,0.029872026060047036,0.013561224489795907,12.2059202,0.5682891835717001,029.dat,0.7152903811858025,6.236252021181969e-07,322.4966318,0.7152820974283609,5.706788206816661e-07,0.781000000000001,148.0,0.04351346409925885,0.016198717948717908,0.5016350818468196,M15_3,Ndata,M15_3_042,322.4966559,12.2059231,0.715295,0.715295,,0.7156435,,,,0.5266385542158147,,0.71527,0.71527,0.71528,0.715295,1.0,,,15.797020134228186,RRab,0.7152820974283609,0.1644775805734202,0.8576491558551158
V010,108.0,0.5077049023405262,0.05507231525075755,0.011857142857142887,12.1680116,0.61237664540239,059.dat,0.3863857074073205,2.9687278765446138e-06,322.52834289999987,,,,,,,,,,,148.0,0.5330159687922205,0.07327081036915377,0.014798742138364785,12.1680203,0.5425291316920747,055.dat,0.3863897209904466,2.082322288831159e-06,322.5283632,,,,,,,,,,,0.3863897209904466,2.082322288831159e-06,0.5220000000000007,148.0,0.07327081036915377,0.014798742138364785,0.5425291316920747,M15_3,Ndata,M15_3_055,322.5283632,12.1680203,0.386382,0.386382,0.386383,0.3863821,,,,0.3863897209904466,,0.39785,0.386395,0.386391,0.386382,1.0,,,15.931894039735102,RRc,0.5313150195458699,0.5898880180145945,0.2473247525233262
V011,124.0,0.7192488159927297,0.8939282190240081,0.011035294117646987,12.1617146,0.3888054813517181,077.dat,0.5107435189120839,1.1037398619636432e-05,322.5416071,,,,,,,,,,,141.0,0.7034591673118786,0.7988450145714959,0.014143790849673137,12.161713800000001,0.4779696644025904,085.dat,0.5107382432966056,8.849300228041454e-06,322.5415685,,,,,,,,,,,0.3432655101405605,5.470544527237541e-08,0.694999999999999,141.0,0.7988450145714959,0.014143790849673137,0.4779696644025904,M15_3,Ndata,M15_3_085,322.5415685,12.161713800000001,,0.343267,0.343267,0.3432007,,,,0.3432655101405605,,0.3435585,,0.34321,0.343267,1.0,,,15.891442176870749,RRc,0.4592717084179736,0.7327398791268678,0.1843424598338608
V012,120.0,0.8320998804939794,0.2238486930849123,0.01601764705882356,12.15353,0.9217168832690864,081.dat,0.592875643630205,5.15095364155985e-07,322.5387213,,,,,,,,,,,84.0,0.15687744579503615,0.05164928937528434,0.08179611650485434,12.155422900000001,6.7258835708534725,090.dat,1.1280946627022364,8.888338126055682e-06,322.53952589999994,,,,,,,,,,,0.592875643630205,5.15095364155985e-07,0.8529999999999984,120.0,0.2238486930849123,0.01601764705882356,0.9217168832690864,M15_1,Ndata,M15_1_081,322.5387213,12.15353,,0.5928479999999999,0.5928479999999999,0.5928004,,,,0.43068950297737096,,0.592916,,,0.5928479999999999,1.0,,,15.931291666666665,RRab,0.592875643630205,0.281865000257449,0.919368794413753
V013,120.0,1.0203941371294896,0.08668915587407243,0.01312352941176462,12.148511,0.4389419622022028,073.dat,0.5749109365196027,1.4311529481319457e-07,322.5287746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5749109365196027,1.4311529481319457e-07,0.9469999999999978,120.0,0.08668915587407243,0.01312352941176462,0.4389419622022028,M15_1,Ndata,M15_1_073,322.5287746,12.148511,0.57491,0.57491,0.57491,0.5748671,,,,0.43501952502608415,,0.57497,,0.574923,0.57491,1.0,,,15.97742335766423,RRab,0.5749109365196027,0.16420881879343696,0.9999729838291884
V014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.050715965424055e-08,0.4750000000000002,116.0,0.025254795154965645,0.007448275862069011,,M15_1,manual,M15_1_214,322.517114,12.09639,,0.38201,,0.3819919000000001,,,,,,0.382,,0.381997,0.38201,1.0,0.02207737233495502,,15.931218934911245,,,,
V015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5843944816645594,1.6349630720701948e-07,0.7909999999999989,71.0,0.4674565669232675,0.008014084507042366,,M15_1,manual,M15_1_315,322.516421,12.083095,,0.583453,,0.5835864000000001,,,,0.4312490924930696,,0.5842430000000001,,0.583488,0.583453,1.0,,,15.860735632183907,RRab,0.5843944816645594,0.3657208981371376,0.8742348247696619
V016,,,,,,,,,,,,,,,,,,,,,137.0,0.5144372040997904,0.616192864180629,0.034786163522012574,12.2034996,0.2019698602218,078.dat,0.39918808340610334,1.4126590958046027e-07,322.5210375,,,,,,,,,,,0.3991955545365639,3.301444354280875e-07,0.8140000000000005,137.0,0.616192864180629,0.034786163522012574,0.2019698602218,M15_3,Ndata,M15_3_078,322.5210375,12.2034996,0.3992,,,0.3992092,,,,0.3991955545365639,,0.6946399999999999,,,0.399234,1.0,,,15.836890322580647,RRc,0.5475187752456889,0.7904893691933772,0.6661130304226965
V017,,,,,,,,,,,,,,,,,,,,,151.0,0.5378221040395594,0.5694665850449666,0.013012578616352223,12.1980558,0.4978448937188982,070.dat,0.42891229612934384,1.549939914305865e-07,322.5162619,,,,,,,,,,,0.42891229612934384,1.549939914305865e-07,0.6100000000000017,151.0,0.5694665850449666,0.013012578616352223,0.4978448937188982,M15_3,Ndata,M15_3_070,322.5162619,12.1980558,0.4294,0.428907,,0.4288904000000001,,,,0.42891229612934384,,0.666979,,0.428912,0.428907,1.0,,,15.923137254901965,RRd,0.575637297739188,0.5481672268856279,0.4084365825857397
V018,,,,,,,,,,,,,,,,,,,,,152.0,0.5834051191607195,0.4409890179818752,0.014905660377358469,12.195441699999998,0.427173048699441,060.dat,0.5373296734699881,1.4970849448624675e-07,322.5144776,,,,,,,,,,,0.3677259694881623,1.00184309431119e-07,0.6700000000000004,152.0,0.4409890179818752,0.014905660377358469,0.427173048699441,M15_3,Ndata,M15_3_060,322.5144776,12.195441699999998,0.367737,0.367737,,0.3677503,15.4,,,0.3677259694881623,,0.37816,,0.367747,0.367737,1.0,,,15.87417532467533,RRc,0.5056515203507204,0.716705070948489,0.21438752531278915
V019,,,,,,,,,,,,,,,,,,,,,149.0,1.3520773709558274,0.3145124502614361,0.013440251572327023,12.2121257,0.5536805761178841,066.dat,0.5723064318256479,1.8642289648094388e-06,322.52402589999997,,,,,,,,,,,0.5723064318256479,1.8642289648094388e-06,1.1860000000000004,149.0,0.3145124502614361,0.013440251572327023,0.5536805761178841,M15_3,Ndata,M15_3_066,322.52402589999997,12.2121257,0.5723,0.57228,,0.572348,,,,0.4203859984967157,,0.572293,,0.572311,0.57228,1.0,,,15.851629139072845,RRab,0.5723064318256479,0.3094718504279399,1.2468628644867152
V020,137.0,0.9038123475345934,0.08101083310206518,0.012888235294117579,12.164763800000001,0.556123590577949,075.dat,0.6969535343569182,2.872877633604073e-06,322.5155856,,,,,,,,,,,137.0,0.8866476337601501,0.06819858632776665,0.014568627450980387,12.1647775,0.3939947719285002,086.dat,0.696958719592365,4.261690536548345e-07,322.5156361,,,,,,,,,,,0.696958719592365,4.261690536548345e-07,0.8820000000000001,137.0,0.06819858632776665,0.014568627450980387,0.3939947719285002,M15_3,period_err,M15_3_086,322.5156361,12.1647775,0.697021,0.697021,0.697021,0.696876,,,,0.517585544909973,,0.70057,,0.6969390000000001,0.697021,1.0,,,15.947496551724136,RRab,0.696958719592365,0.1828818741583013,0.9323125681860224
V021,129.0,0.9680449033777556,0.1746743888257401,0.020614906832298087,12.1513466,0.8834512399836199,070.dat,0.6487952612829917,3.601192936895252e-06,322.5023267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6487952612829917,3.601192936895252e-06,1.0190000000000006,129.0,0.1746743888257401,0.020614906832298087,0.8834512399836199,M15_1,Ndata,M15_1_070,322.5023267,12.1513466,0.6476,,0.6488,0.6489394,,,,0.48016768793386494,,0.62469,,,0.6488,1.0,,,15.815112676056339,RRab,0.6487952612829917,0.3504569979936676,1.0599328448804748
V022,,,,,,,,,,,104.0,0.7910333500740129,0.1688609143115563,0.01133557046979868,12.153890400000002,0.5996327480991285,054.dat,0.7202300764269253,1.559041278946311e-06,322.3987555,,,,,,,,,,,,,,,,,,,,,0.7202300764269253,1.559041278946311e-06,0.7959999999999998,104.0,0.1688609143115563,0.01133557046979868,0.5996327480991285,M15_2,Ndata,M15_2_054,322.3987555,12.153890400000002,,0.72013,,0.7202495,,,,0.5329095501501552,,0.7217279999999999,,0.7201350000000001,0.72013,1.0,,,15.75556349206349,RRab,0.7202300764269253,0.2632319263021543,0.8493894871049275
V023,,,,,,,,,,,,,,,,,,,,,147.0,0.7516168128838157,0.7081086549987309,0.01299371069182392,12.2388213,0.4875872515611977,074.dat,0.6327725719418994,6.621897438374695e-06,322.54662989999997,,,,,,,,,,,0.6326984957603468,1.6326592624835633e-07,0.6199999999999997,147.0,0.7081086549987309,0.01299371069182392,0.4875872515611977,M15_3,Ndata,M15_3_074,322.54662989999997,12.2388213,,0.63268,,0.6326446,15.4,,,0.4663558421390616,,0.63269,,0.6327010000000001,0.63268,1.0,,,15.885317567567569,RRab,0.6326984957603468,0.1626205348535983,0.6298811106750755
V024,,,,,,,,,,,149.0,0.5755844036477136,0.04001148474611998,0.016099378881987647,12.1654345,0.5063679025491824,033.dat,0.36969174228157575,1.118490712023843e-07,322.4623923,,,,,,,,,,,109.0,0.570821777161516,0.4309284085888889,0.014698275862068882,12.165434900000001,0.7069513054186388,038.dat,0.5398868145676692,3.065774211648328e-06,322.462323,0.36969174228157575,1.118490712023843e-07,0.6280000000000006,149.0,0.04001148474611998,0.016099378881987647,0.5063679025491824,M15_2,Ndata,M15_2_033,322.4623923,12.1654345,0.3697,0.369693,0.369693,0.3697256,,,,0.36969174228157575,,0.369697,,0.369704,0.369693,1.0,,,15.874450331125828,RRc,0.4930857781553034,0.6980990443157626,0.1278088287585426
V025,94.0,0.8040979402430803,0.04201973116222877,0.010835820895522414,12.164959399999999,0.4528195210302544,053.dat,0.6653265288100145,5.120483776076224e-06,322.578642,,,,,,,,,,,134.0,0.832485466921165,0.05886103782692384,0.0146338028169014,12.1649549,0.4514614250489005,045.dat,0.6653180409015409,6.19882659338977e-06,322.5786456,,,,,,,,,,,0.6653180409015409,6.19882659338977e-06,0.9289999999999988,134.0,0.05886103782692384,0.0146338028169014,0.4514614250489005,M15_3,Ndata,M15_3_045,322.5786456,12.1649549,,0.66532,,0.6653631,,,,0.4997603920235604,,0.665329,,0.665329,0.66532,1.0,,,15.852345588235293,RRab,0.6653180409015409,0.30451579887470537,0.9039165852520732
V026,,,,,,,,,,,,,,,,,,,,,73.0,0.4637902439130599,0.12257691240732342,0.02036585365853664,12.2595431,0.4573242660367358,065.dat,0.6729317497124803,1.6404589622900895e-06,322.4986401999999,61.0,0.4491885755250689,0.10754144473821574,0.015906249999999997,12.259547900000001,0.3674187880634062,063.dat,0.6729391274456786,1.5422103659779068e-06,322.498668,0.4023171015082063,4.368357642977265e-08,0.4379999999999993,73.0,0.12257691240732342,0.02036585365853664,0.4573242660367358,M15_3,Ndata,M15_3_065,322.4986401999999,12.2595431,,,,0.4023091,,,,0.4023171015082063,,0.402326,,0.40228,0.40228,1.0,,,15.943733333333332,RRc,0.5471682794002376,0.4398633619369132,0.11778200214645727
V027,,,,,,,,,,,,,,,,,,,,,145.0,0.030502520166411525,0.013704224361198293,0.01883018867924537,12.2368069,0.5337075028299856,091.dat,1.4180028353658758,1.0228207751071995e-06,322.55543969999997,,,,,,,,,,,,,0.11900000000000205,145.0,0.013704224361198293,0.01883018867924537,0.5337075028299856,M15_3,Ndata,M15_3_091,322.55543969999997,12.2368069,,,,,,,,,,,,,,1.0,,,16.532302631578947,,,,
V028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67064,,0.6706409999999999,0.6706409999999999,1.0,,,,,,,
V029,,,,,,,,,,,,,,,,,,,,,150.0,1.0189306306339407,1.1463252758754217,0.014578616352201272,12.226336199999999,0.5080720816026281,088.dat,0.5750158652857051,1.4901225773335901e-05,322.53846469999996,,,,,,,,,,,0.5750158652857051,1.4901225773335901e-05,1.124000000000001,150.0,1.1463252758754217,0.014578616352201272,0.5080720816026281,M15_3,Ndata,M15_3_088,322.53846469999996,12.226336199999999,,0.57493,,0.574756,,,,0.42160135777518615,,0.574062,,0.574993,0.57493,1.0,,,16.00100657894737,RRab,0.5750158652857051,0.5869781471379412,1.242065595130585
V030,,,,,,,,,,,121.0,0.4854222810841815,0.32579640965267703,0.01676397515527954,12.166088499999999,0.4294888449033928,049.dat,0.6847795772889507,7.549823714031862e-07,322.4458385,,,,,,,,,,,110.0,0.4200817241098527,0.24989468198323234,0.01784482758620689,12.166094699999999,0.6117901515176692,060.dat,0.4058586555398177,1.0294217112250882e-07,322.4457853,0.4059981834034759,7.954704842824539e-08,0.5169999999999999,121.0,0.32579640965267703,0.01676397515527954,0.4294888449033928,M15_2,Ndata,M15_2_049,322.4458385,12.166088499999999,,0.405997,0.544623,0.4060355,,,,0.4059981834034759,0.5446918485553914,0.405976,,0.405987,0.405997,1.0,,,15.795992857142858,RRd,0.5446702287734528,0.4478337166212949,0.2974200148195738
V031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,0.4586238427499562,0.5676119107837193,0.01281967213114752,12.235225999999999,0.5279592642285118,054.dat,0.4081257263840067,2.684502406818713e-06,322.4602346000001,0.4081831082110571,5.972549925190986e-08,0.5689999999999995,117.0,0.5676119107837193,0.01281967213114752,0.5279592642285118,M15_4,Ndata,M15_4_054,322.4602346000001,12.235225999999999,,0.408154,,0.4081596,,,,0.4081831082110571,0.5472246169029953,0.4356930000000001,,0.408173,0.408154,1.0,,,15.883974789915964,RRd,0.5472214947907138,0.5710246708194102,0.3857316931042689
V032,,,,,,,,,,,,,,,,,,,,,50.0,0.3045227331053475,0.02424733353586828,0.047603448275862034,12.1983357,6.340412780486144,039.dat,0.3249448510908901,6.033870983480572e-08,322.4796461,103.0,0.4862010432221755,0.7292281568966458,0.01749180327868851,12.197166699999999,0.6137019040425292,025.dat,0.6052966764780565,4.814028133336721e-07,322.4780851000001,0.6053034199961047,1.3021853023693187e-07,0.7209999999999988,103.0,0.7292281568966458,0.01749180327868851,0.6137019040425292,M15_4,Ndata,M15_4_025,322.4780851000001,12.197166699999999,0.6044,0.60547,,0.6053026,,,,0.4551598778424456,,0.6054,,0.605391,0.60547,1.0,,,15.769796460176993,RRab,0.6053034199961047,0.5561759050753547,0.6498188297828698
V033,103.0,0.8284779639913076,0.7265003211014278,0.03632110091743123,12.1592831,1.1922261987896234,062.dat,0.5839563905755722,1.5039921946586941e-07,322.481065,147.0,0.8342793149816625,0.12247856069227978,0.03247770700636945,12.1592883,0.7151883219755399,048.dat,0.5839401638255738,4.5759395981177046e-07,322.48121989999987,59.0,0.8528137382282264,0.10743994959075454,0.028283582089552194,12.1592933,0.8525861433444559,057.dat,0.583855694748821,1.5757817788893015e-07,322.4811682,78.0,0.787190964731451,0.1889134679407876,0.03821839080459763,12.1592732,0.8798348814953342,056.dat,0.5840387874809322,1.981204512995364e-06,322.4811726000001,0.5839401638255738,3.50377702507391e-08,0.7570000000000001,147.0,0.12247856069227978,0.03247770700636945,0.7151883219755399,M15_2,Ndata,M15_2_048,322.48121989999987,12.1592883,0.5839451999999999,,0.5839449999999999,0.5839413,,15.7,,0.4239260981172613,,,,,0.5839451999999999,1.0,0.03247770700636945,,15.410368852459015,RRab,0.5839401638255738,0.3107700624167027,0.7760818898992241
V034,43.0,0.8558746064251483,0.017522518476850546,0.03693846153846155,12.1521229,0.6571509010475798,038.dat,0.6328771823131758,1.9820109476286322e-07,322.47701,118.0,0.20515626920627028,0.07672168323518684,0.03921341463414632,12.152138699999998,0.3917585380798134,056.dat,0.4199460996557615,1.0512619489729592e-07,322.4770953000001,,,,,,,,,,,,,,,,,,,,,0.4009603545098389,2.9500525550852142e-08,0.15399999999999864,118.0,0.07672168323518684,0.03921341463414632,0.3917585380798134,M15_2,Ndata,M15_2_056,322.4770953000001,12.152138699999998,1.1591,,1.1503,2.037348,,,,0.4009603545098389,,,,,,0.0,0.030575585673218737,,14.59259259259259,??,0.5444417351326823,0.1810808858250681,0.16962838738982633
V035,95.0,0.5022278764346897,0.04478742413596777,0.01091603053435115,12.1218628,0.5387197779955042,049.dat,0.3840145397106872,6.98906880072068e-06,322.48328839999994,116.0,0.4692633340047578,0.535372530100103,0.011496894409937857,12.1219201,0.13717972027787584,028.dat,0.6245465976587709,2.610030948480293e-07,322.4833867,,,,,,,,,,,,,,,,,,,,,0.6245465976587709,2.610030948480293e-07,0.4700000000000011,116.0,0.535372530100103,0.011496894409937857,0.13717972027787584,M15_2,Ndata,M15_2_028,322.4833867,12.1219201,,0.384,,0.3839766,,,,0.4628290832193652,,0.383997,,0.384009,0.384,1.0,,,15.912517482517483,RRab,0.6245465976587709,0.3868972637685193,0.6279385295262578
V036,110.0,0.9922136914254088,1.7318404579222084,0.016127659574468017,12.14467,0.8312044866508547,076.dat,0.6241058925446209,3.5416109110113333e-06,322.48483280000005,126.0,1.0009191521759426,0.8728282464493718,0.01471874999999994,12.1447485,0.2883769849338247,010.dat,0.6241308208181835,2.1697260215503813e-06,322.48496539999996,,,,,,,,,,,,,,,,,,,,,0.6241308208181835,2.1697260215503813e-06,1.1530000000000011,126.0,0.8728282464493718,0.01471874999999994,0.2883769849338247,M15_2,Ndata,M15_2_010,322.48496539999996,12.1447485,0.624151,,0.624151,0.6241769,,,,0.46315280581053997,,0.624142,,0.624151,0.624151,1.0,,,15.852608695652172,RRab,0.6241308208181835,0.5334185421963351,1.1687591284652807
V037,109.0,0.8937071555280891,0.52593691666819,0.026034013605442226,12.1456992,0.8939272809619591,047.dat,0.40952422590913706,7.517036914788956e-08,322.48571019999997,125.0,0.6321684292899885,0.2993748067657969,0.033316770186335415,12.1456639,1.1211299369851508,017.dat,0.41821270829680507,1.0648518998641463e-07,322.4858883,,,,,,,,,,,,,,,,,,,,,,,0.38700000000000095,125.0,0.2993748067657969,0.033316770186335415,1.1211299369851508,M15_2,Ndata,M15_2_017,322.4858883,12.1456639,0.28775,,0.28775,0.2874888,14.8,,,,,,,,,1.0,,,15.157782608695655,,,,
